title	genre	score	revenue	released
Stranger Than Fiction	Comedy	7.1	53653224	2006-11-10
Striptease	Comedy	4.4	113309743	1996-06-28
Stuck on You	Comedy	5.1	33828318	2003-12-12
Summer Catch	Comedy	4.8	19693891	2001-08-24
Sunshine Cleaning	Comedy	6.5	16174377	2009-04-17
Super	Comedy	6.6	324138	2011-06-10
Super Troopers	Comedy	6.6	18492362	2002-02-15
Superbad	Comedy	7	121463226	2007-08-17
Sweet Home Alabama	Comedy	6	180622424	2002-09-27
Swept Away	Comedy	4.8	598645	2002-10-11
Swing Vote	Comedy	5.8	17600000	2008-08-01
Swingers	Comedy	6.8	4505922	1997-04-11
Sydney White	Comedy	6	13620075	2007-09-21
Tadpole	Comedy	5.5	2891288	2002-08-23
Take Me Home Tonight	Comedy	6.2	6928068	2011-03-04
Ted	Comedy	6.3	549368315	2012-06-29
Ted 2	Comedy	6.2	217022588	2015-06-26
Thank You for Smoking	Comedy	7.1	24793509	2006-04-14
That Awkward Moment	Comedy	6.1	26049082	2014-01-31
That's My Boy	Comedy	5.5	58058367	2012-06-15
The Addams Family	Comedy	6.7	191502426	1991-11-22
The Adventures of Pluto Nash	Comedy	4.4	7103973	2002-08-16
The American President	Comedy	6.5	107879496	1995-11-17
The Animal	Comedy	4.6	84772742	2001-06-01
The Artist	Comedy	7.3	133432856	2012-01-20
The Back-Up Plan	Comedy	5.7	77477008	2010-04-23
The Best Exotic Marigold Hotel	Comedy	6.9	136836156	2012-05-25
The Best Man Holiday	Comedy	6.7	71625195	2013-11-15
The Big Bounce	Comedy	5	6808550	2004-01-30
The Big Lebowski	Comedy	7.8	46189568	1998-03-06
The Big Wedding	Comedy	5.7	21819348	2013-04-26
The Big Year	Comedy	5.6	7448385	2011-10-14
The Boss	Comedy	5.5	78636257	2016-04-08
The Break-Up	Comedy	5.6	204999686	2006-06-02
The Cable Guy	Comedy	5.7	102825796	1996-06-14
The Change-Up	Comedy	5.9	75450437	2011-08-05
The Descendants	Comedy	6.7	177243185	2011-12-09
The Devil Wears Prada	Comedy	7	326551094	2006-06-30
The Dictator	Comedy	5.9	179379533	2012-05-16
The Dilemma	Comedy	5.2	67112664	2011-01-14
The DUFF	Comedy	6.8	43528634	2015-02-20
The First Wives Club	Comedy	6.5	116400000	1996-09-20
The Fisher King	Comedy	7.2	41895491	1991-09-27
The Five-Year Engagement	Comedy	5.7	53909751	2012-04-27
The Flintstones	Comedy	5	341631208	1994-05-27
The Flintstones in Viva Rock Vegas	Comedy	4.4	59468275	2000-04-28
The Full Monty	Comedy	6.8	257850122	1997-09-19
The Game Plan	Comedy	6	147880543	2007-09-28
The Girl Next Door	Comedy	6.3	30411183	2004-04-09
The Guard	Comedy	6.8	19560274	2011-07-07
The Guilt Trip	Comedy	5.4	41863726	2012-12-19
The Hangover	Comedy	7.2	459270619	2009-06-05
The Hangover Part II	Comedy	6.2	254455986	2011-05-26
The Happening	Comedy	4.9	163403799	2008-06-13
The Haunted Mansion	Comedy	5.2	182290266	2003-11-26
The Holiday	Comedy	6.7	194168700	2006-12-08
The House Bunny	Comedy	5.6	70442940	2008-08-22
The Hundred-Foot Journey	Comedy	7.3	88880821	2014-08-08
The Informant!	Comedy	6	35424826	2009-09-18
The Intern	Comedy	7.1	194564672	2015-09-25
The Internship	Comedy	6.1	44000000	2013-06-07
The Interview	Comedy	6.1	12342632	2014-12-24
The Kid	Comedy	6	69700000	2000-07-07
The Kids Are All Right	Comedy	6.5	34705850	2010-07-30
The Ladies Man	Comedy	5.7	13700000	2000-10-13
The Longest Yard	Comedy	6.2	190320568	2005-05-27
The Love Guru	Comedy	4.3	41819064	2008-06-20
The Mask	Comedy	6.6	351583407	1994-07-29
The Matador	Comedy	6.2	17297244	2006-01-27
The Men Who Stare at Goats	Comedy	5.9	68729358	2009-11-06
The Mighty Ducks	Comedy	6.4	50752337	1992-10-02
The Naked Gun 2½: The Smell of Fear	Comedy	6.6	86930411	1991-06-28
The Next Best Thing	Comedy	4.3	24362772	2000-03-03
The Nutty Professor	Comedy	5.4	128769345	1996-06-28
The Object of My Affection	Comedy	5.6	46905889	1998-04-17
The Other Woman	Comedy	6.2	196781193	2014-04-25
The Out-of-Towners	Comedy	5	29000000	1999-04-02
The Perez Family	Comedy	6.6	2832826	1995-05-12
The Princess Diaries	Comedy	6.5	165335153	2001-08-03
The Princess Diaries 2: Royal Engagement	Comedy	6	95149435	2004-08-11
The Producers	Comedy	6.1	38058335	2005-12-25
The Proposal	Comedy	6.7	317375031	2009-06-19
The Rocker	Comedy	5.6	8762890	2008-08-20
The Royal Tenenbaums	Comedy	7.4	71441250	2002-01-04
The Santa Clause	Comedy	6.3	189833357	1994-11-11
The Santa Clause 2	Comedy	5.5	172855065	2002-11-01
The Second Best Exotic Marigold Hotel	Comedy	6.3	85978266	2015-03-06
The Sisterhood of the Traveling Pants	Comedy	6.3	39053061	2005-06-01
The Spectacular Now	Comedy	6.8	6854611	2013-09-13
The Squid and the Whale	Comedy	6.9	11098131	2005-12-16
The Station Agent	Comedy	7.4	8679814	2003-12-05
The Stepford Wives	Comedy	5.4	102000000	2004-06-11
The Story of Us	Comedy	5.9	58900031	1999-10-15
The Sweetest Thing	Comedy	5.3	68696770	2002-04-12
The Switch	Comedy	5.9	49830607	2010-08-20
The Tailor of Panama	Comedy	6.2	28008462	2001-03-30
The Tempest	Comedy	6	346594	2011-01-07
The Terminal	Comedy	7	219417255	2004-06-18
The To Do List	Comedy	5.5	3566225	2013-07-26
The Truman Show	Comedy	7.8	264118201	1998-06-05
The Ugly Truth	Comedy	6.4	205298907	2009-07-24
The Wackness	Comedy	6.2	2899975	2008-08-01
The Wash	Comedy	5.3	10229331	2001-11-14
The Waterboy	Comedy	5.9	185991646	1998-11-06
The Way Way Back	Comedy	7.1	23198652	2013-07-26
The Weather Man	Comedy	6	12482775	2005-10-28
The Wedding Date	Comedy	6.2	47175038	2005-02-04
The Wedding Planner	Comedy	5.5	94728529	2001-01-26
The Whole Nine Yards	Comedy	6.2	106371651	2000-02-18
The Whole Ten Yards	Comedy	5.5	26155781	2004-04-09
The Women	Comedy	4.6	50007546	2008-09-12
There's Something About Mary	Comedy	6.5	369884651	1998-07-15
Think Like a Man	Comedy	6.9	96070507	2012-04-20
This Is 40	Comedy	5.6	88058786	2012-12-21
This Is the End	Comedy	6.3	126041322	2013-06-12
This Is Where I Leave You	Comedy	6.5	41296320	2014-09-19
Tin Cup	Comedy	5.9	53854588	1996-08-16
To Die For	Comedy	6.7	21284514	1995-10-06
Tomcats	Comedy	4.9	23430766	2001-03-30
Tremors	Comedy	6.6	48572000	1990-01-19
Trust	Comedy	6.6	120000	1991-09-20
Tusk	Comedy	5.1	1826705	2014-09-19
Twins	Comedy	5.7	216614388	1988-12-09
Two Girls and a Guy	Comedy	5.4	2057193	1998-04-24
Two Weeks Notice	Comedy	5.9	93354918	2002-12-20
Unfinished Business	Comedy	5	14431253	2015-03-06
Valentine's Day	Comedy	5.7	216485654	2010-02-12
Vampire in Brooklyn	Comedy	4.5	19800000	1995-10-27
Very Bad Things	Comedy	6.2	9898412	1998-11-25
Wag the Dog	Comedy	6.7	64256513	1998-01-09
Waiting...	Comedy	6.2	18637690	2005-10-07
Waitress	Comedy	6.7	22179430	2007-05-25
Walk Hard: The Dewey Cox Story	Comedy	6.6	18317151	2007-12-21
Warm Bodies	Comedy	6.4	116980662	2013-02-01
Wayne's World	Comedy	6.5	121697323	1992-02-14
We Bought a Zoo	Comedy	6.5	120081841	2011-12-23
We're the Millers	Comedy	6.8	269994119	2013-08-07
What Happens in Vegas	Comedy	5.8	170000000	2008-05-09
What Just Happened	Comedy	5.2	6673422	2008-10-31
What to Expect When You're Expecting	Comedy	5.8	79700000	2012-05-18
What Women Want	Comedy	6.1	374111707	2000-12-15
What's Your Number?	Comedy	6.2	30426096	2011-09-30
Whatever Works	Comedy	6.8	35097815	2009-07-03
When Harry Met Sally...	Comedy	7.3	92823546	1989-07-21
Where the Heart Is	Comedy	6.9	33771174	2000-04-28
While We're Young	Comedy	5.8	7587485	2015-04-17
White Chicks	Comedy	6.3	113086475	2004-06-23
Wimbledon	Comedy	6	41512007	2004-09-17
Win a Date with Tad Hamilton!	Comedy	5.5	16980098	2004-01-23
Winter Passing	Comedy	6.7	113783	2006-06-15
Wish I Was Here	Comedy	6.4	5483299	2014-07-25
Woo	Comedy	5.5	8026971	1998-05-08
Yes Man	Comedy	6.4	225990978	2008-12-19
You Again	Comedy	6	32005248	2010-09-24
You've Got Mail	Comedy	6.3	250821495	1998-12-18
"You, Me and Dupree"	Comedy	5.4	130431368	2006-07-14
Young Adult	Comedy	5.6	22939027	2011-12-16
Zack and Miri Make a Porno	Comedy	6.1	42105111	2008-10-31
Zero Effect	Comedy	6	1980338	1998-01-30
Zookeeper	Comedy	5.3	169852759	2011-07-08
Zoolander	Comedy	6.1	60780981	2001-09-28
Zoolander 2	Comedy	4.7	55969000	2016-02-12
21	Crime	6.5	69823199	2008-03-28
21 Grams	Crime	7.2	60427839	2004-01-16
88 Minutes	Crime	5.7	16930884	2008-04-18
A History of Violence	Crime	6.9	60740827	2005-09-30
A Most Violent Year	Crime	6.5	12007070	2015-01-30
A Most Wanted Man	Crime	6.5	31554855	2014-08-01
A Time to Kill	Crime	7	152266007	1996-07-24
A Walk Among the Tombstones	Crime	6.2	53181600	2014-09-19
American History X	Crime	8.2	23875127	1998-11-20
American Hustle	Crime	6.8	251171807	2013-12-20
American Psycho	Crime	7.3	34266564	2000-04-14
Appaloosa	Crime	6.3	20211394	2008-10-03
Baby Boy	Crime	7.4	29381649	2001-06-27
Blackhat	Crime	5.1	17752940	2015-01-16
Boiler Room	Crime	6.5	28780255	2000-02-18
Bound	Crime	6.9	7011317	1996-10-04
Boyz n the Hood	Crime	7.4	57504069	1991-07-12
Broken City	Crime	5.7	19701164	2013-01-18
Brooklyn's Finest	Crime	6.2	29536299	2010-03-05
Brother	Crime	6.8	15250000	2001-09-28
Cape Fear	Crime	7	182300000	1991-11-15
Casino	Crime	7.8	116112375	1995-11-22
City By The Sea	Crime	5.7	22433915	2002-09-06
City of God	Crime	8.1	30641770	2004-02-13
Collateral	Crime	7	217764291	2004-08-06
Cop Land	Crime	6.6	44862187	1997-08-15
Crash	Crime	7.2	98410061	2005-05-06
Dead Man Walking	Crime	7.3	39363635	1996-02-02
Deadfall	Crime	5.6	66351	1993-10-08
Deadfall	Crime	5.6	66351	2014-01-24
Derailed	Crime	6.1	57479076	2005-11-11
Domestic Disturbance	Crime	5.4	54249294	2001-11-02
Double Jeopardy	Crime	6.2	177841558	1999-09-24
Drive	Crime	7.4	78054825	2011-09-16
Drowning Mona	Crime	5.4	15427192	2000-03-03
Edge of Darkness	Crime	6.2	74901339	2010-01-29
Enough	Crime	6.2	51801187	2002-05-24
Extreme Measures	Crime	5.7	17380126	1996-09-27
FearDotCom	Crime	3.2	18902015	2002-08-30
Firewall	Crime	5.6	82800000	2006-02-10
Frailty	Crime	7	13110448	2002-04-12
Frequency	Crime	7	68106245	2000-04-28
Funny Games	Crime	6.3	7938872	2008-09-26
Gangs of New York	Crime	7.1	193772504	2002-12-20
Glengarry Glen Ross	Crime	7.5	10725228	1992-10-02
Gone Girl	Crime	7.9	369330363	2014-10-03
GoodFellas	Crime	8.2	46836394	1990-09-21
Green Room	Crime	6.7	3220371	2016-05-13
Gridiron Gang	Crime	6.5	41480851	2006-09-15
Hannibal Rising	Crime	6	82169884	2007-02-09
Hard Candy	Crime	6.8	7022209	2006-04-28
High Crimes	Crime	6.1	63781810	2002-04-05
Hustle & Flow	Crime	6.9	23563727	2005-07-22
I Spit on Your Grave	Crime	6.3	572809	2011-03-04
Inside Man	Crime	7.3	184376254	2006-03-24
Jackie Brown	Crime	7.3	39673162	1997-12-25
Jade	Crime	5.2	9851610	1995-10-13
John Q	Crime	7	102244770	2002-02-15
Killer Joe	Crime	6.5	3665069	2012-06-29
Killing Them Softly	Crime	5.8	37930465	2012-11-30
Killing Zoe	Crime	6.1	418961	1994-08-19
Kiss the Girls	Crime	6.2	60527873	1997-10-03
L.A. Confidential	Crime	7.7	126216940	1997-09-19
Lakeview Terrace	Crime	5.9	27640028	2008-09-19
Law Abiding Citizen	Crime	7.2	126690726	2009-10-16
Lord of War	Crime	7	24127895	2005-09-16
Lucky Number Slevin	Crime	7.4	56308881	2006-04-07
Mad City	Crime	5.9	10541523	1997-11-07
Mean Creek	Crime	6.9	603943	2004-09-29
Menace II Society	Crime	7.2	27900000	1993-05-26
Michael Clayton	Crime	6.5	92991835	2007-10-12
Midnight in the Garden of Good and Evil	Crime	6.3	25105255	1997-11-21
Money Monster	Crime	6.5	93282604	2016-05-13
Munich	Crime	6.9	130358911	2006-01-06
Murder by Numbers	Crime	6	56714147	2002-04-19
Mystic River	Crime	7.6	156822020	2003-10-15
Narc	Crime	6.8	12633747	2003-01-10
Nightcrawler	Crime	7.6	38697217	2014-10-31
No Country for Old Men	Crime	7.7	171600000	2007-11-21
No Good Deed	Crime	5.6	53830415	2014-09-12
Notes on a Scandal	Crime	6.9	49469904	2007-01-26
Now You See Me	Crime	7.3	117698894	2013-05-31
Ocean's Eleven	Crime	7.2	450717150	2001-12-07
Ocean's Thirteen	Crime	6.5	311312624	2007-06-08
Ocean's Twelve	Crime	6.4	362744280	2004-12-10
Out of Sight	Crime	6.5	77745568	1998-06-26
Out of the Furnace	Crime	6.5	15400000	2013-12-06
Panic Room	Crime	6.5	196397415	2002-03-29
Phone Booth	Crime	6.7	97837138	2003-04-04
Pride and Glory	Crime	6.3	31148328	2008-10-24
Prison	Crime	6.7	354704	1987-12-08
Prisoners	Crime	7.9	122126687	2013-09-20
Pulp Fiction	Crime	8.3	213928762	1994-10-14
Reservoir Dogs	Crime	8	14661007	1992-09-02
Road to Perdition	Crime	7.3	181001478	2002-07-12
Rounders	Crime	6.9	22921898	1998-09-11
Runner Runner	Crime	5.5	62616646	2013-10-04
Savages	Crime	6.2	82966152	2012-07-06
Se7en	Crime	8.1	327311859	1995-09-22
Sea of Love	Crime	6.7	110879513	1989-09-15
Secret in Their Eyes	Crime	6.2	34854990	2015-11-20
Side Effects	Crime	6.4	63372757	2013-02-08
Sin City	Crime	7.2	158733820	2005-04-01
Sin City: A Dame to Kill For	Crime	6.3	39407616	2014-08-22
Sleepers	Crime	7.3	165615285	1996-10-18
Snake Eyes	Crime	5.8	103891409	1998-08-07
Spotlight	Crime	7.8	88346473	2015-11-20
Spring Breakers	Crime	5	31724284	2013-03-22
Step Up	Crime	6.7	114194847	2006-08-11
Suspect Zero	Crime	5.5	13000000	2004-08-27
Switchback	Crime	5.8	6482195	1997-10-31
Tales from the Hood	Crime	5.4	12000000	1995-05-24
The American	Crime	5.8	65464324	2010-09-01
The Bank Job	Crime	6.6	64822796	2008-03-07
The Bone Collector	Crime	6.5	151493655	1999-11-05
The Call	Crime	6.6	68572378	2013-03-15
The Client	Crime	6.4	117615211	1994-07-20
The Conspirator	Crime	6.2	15478800	2011-04-15
The Departed	Crime	7.9	289847354	2006-10-06
The Funeral	Crime	7.3	1227324	1996-11-01
The Gambler	Crime	5.7	39171130	2014-12-25
The General's Daughter	Crime	6.1	149705852	1999-06-18
The Girl with the Dragon Tattoo	Crime	7.2	232617430	2011-12-21
The Glass House	Crime	5.4	23619609	2001-09-14
The Godfather: Part III	Crime	7.1	136766062	1990-12-25
The Green Mile	Crime	8.2	284600000	1999-12-10
The Hateful Eight	Crime	7.6	155760117	2015-12-30
The Informers	Crime	4.4	382174	2009-04-24
The Interpreter	Crime	6.2	162944923	2005-04-22
The Judge	Crime	7.2	83719388	2014-10-10
The Last House on the Left	Crime	6.2	32721635	2009-03-13
The Life of David Gale	Crime	7.3	38955598	2003-02-21
The Limey	Crime	6.6	3193102	1999-08-04
The Lincoln Lawyer	Crime	7	85412898	2011-03-18
The Next Three Days	Crime	6.9	51148651	2010-11-19
The Pelican Brief	Crime	6.3	195268056	1993-12-17
The Place Beyond the Pines	Crime	6.8	35485608	2013-04-19
The Pledge	Crime	6.5	29400000	2001-01-19
The Proposition	Crime	7.1	5048693	2006-06-09
The Quiet	Crime	6.1	381420	2006-08-25
The Rainmaker	Crime	6.7	45916769	1997-11-21
The Raven	Crime	6.1	29657751	2012-04-27
The Score	Crime	6.7	71069884	2001-07-13
The Shawshank Redemption	Crime	8.5	28341469	1994-10-14
The Silence of the Lambs	Crime	8.1	272742922	1991-02-14
The Talented Mr. Ripley	Crime	7	128798265	1999-12-25
The Thomas Crown Affair	Crime	6.6	124305181	1999-08-06
The Town	Crime	7	154026136	2010-09-17
The Untouchables	Crime	7.6	76270454	1987-06-03
The Usual Suspects	Crime	8.1	23341568	1995-09-15
Things to Do in Denver When You're Dead	Crime	6.7	529766	1995-12-01
Traffic	Crime	6.9	207515725	2001-01-05
Training Day	Crime	7.3	104876233	2001-10-05
Trance	Crime	6.5	24261569	2013-05-03
Transsiberian	Crime	6.5	5926410	2008-09-05
True Romance	Crime	7.5	12281551	1993-09-10
Trust	Crime	6.6	120000	2012-03-09
Tsotsi	Crime	6.9	9879971	2006-03-31
Twilight	Crime	5.8	392616625	1998-03-06
Untraceable	Crime	5.9	32483410	2008-01-25
Vantage Point	Crime	6.2	151161491	2008-02-22
Wall Street	Crime	7	43848069	1987-12-11
We Own the Night	Crime	6.5	54926886	2007-10-12
Wild Things	Crime	6.3	67200000	1998-03-20
Wonderland	Crime	6.2	2466444	2003-10-24
Zodiac	Crime	7.3	84785914	2007-03-02
10 Cloverfield Lane	Drama	6.8	108286421	2016-03-11
2046	Drama	6.9	19271312	2004-09-29
25th Hour	Drama	7.2	13060843	2003-01-10
28 Weeks Later	Drama	6.5	64238440	2007-05-11
54	Drama	5.5	16757163	1998-08-28
8 Mile	Drama	6.8	215000000	2002-11-08
90 Minutes in Heaven	Drama	5.4	4842699	2015-09-11
A Civil Action	Drama	6.1	56702901	1999-01-08
A Few Good Men	Drama	7.1	243240178	1992-12-11
A Home at the End of the World	Drama	6.8	1548955	2004-10-14
A Walk to Remember	Drama	7.5	41227069	2002-01-25
Abandon	Drama	4.6	10719357	2002-10-18
Adore	Drama	6.1	318982	2013-10-25
After.Life	Drama	5.4	3606395	2011-06-24
Albert Nobbs	Drama	6.2	5634828	2012-06-08
All the King's Men	Drama	5.7	9450897	2006-09-22
Along Came a Spider	Drama	6.1	105178561	2001-04-06
American Beauty	Drama	7.9	356296601	1999-10-01
Amistad	Drama	6.8	74000000	1997-12-25
Amores perros	Drama	7.6	20908467	2001-04-13
Amour	Drama	7.5	19839492	2012-09-20
Angel Eyes	Drama	5.6	29700000	2001-05-18
Anonymous	Drama	6.3	15395087	2011-12-02
Another Earth	Drama	6.8	1776935	2011-10-12
Any Given Sunday	Drama	6.8	100230832	1999-12-22
Arbitrage	Drama	6.1	35485056	2012-09-14
Atonement	Drama	7.4	129266061	2008-01-11
August Rush	Drama	7.1	66122026	2007-11-21
August: Osage County	Drama	6.9	74188937	2014-01-10
Babel	Drama	6.9	135330182	2006-11-10
Basic Instinct 2	Drama	4.6	38629478	2006-03-31
Beastly	Drama	6	43165571	2011-03-04
Beautiful Creatures	Drama	5.6	60052138	2013-02-14
Before I Go to Sleep	Drama	6.2	15447154	2014-10-31
Before Midnight	Drama	7.4	11176469	2013-06-14
Before Sunrise	Drama	7.7	5535405	1995-01-27
Before Sunset	Drama	7.6	15992615	2004-07-30
Beyond the Lights	Drama	7	14618727	2014-11-14
Billy Elliot	Drama	7.4	110000000	2000-11-10
Black Book	Drama	7.2	26193068	2007-05-18
Black Hawk Down	Drama	7.2	172989651	2002-01-18
Black Snake Moan	Drama	6.6	10903846	2007-03-02
Black Swan	Drama	7.3	327803731	2010-12-17
Blue Crush	Drama	5.6	51842679	2002-08-16
Blue Jasmine	Drama	7	99206215	2013-08-23
Blue Valentine	Drama	6.9	16566240	2011-01-28
Boogeyman	Drama	4.6	67192859	2005-02-04
Boogie Nights	Drama	7.5	43101594	1997-10-31
Boyhood	Drama	7.5	44349000	2014-08-15
Bridge of Spies	Drama	7.2	165478348	2015-10-16
Brokeback Mountain	Drama	7.5	178043761	2006-01-13
Brokedown Palace	Drama	6.2	13000000	1999-08-13
Brooklyn	Drama	7.2	62076141	2015-11-25
Brothers	Drama	6.8	43318349	2009-12-04
Burlesque	Drama	6.9	89519773	2010-11-24
Captain Corelli's Mandolin	Drama	5.5	62112895	2001-08-17
Carrie	Drama	5.8	82394288	2013-10-18
Center Stage	Drama	6.8	17200925	2000-05-12
Central Station	Drama	7.6	5596708	1998-11-20
Changing Lanes	Drama	5.9	94935764	2002-04-12
Charlie St. Cloud	Drama	6.8	48190704	2010-07-30
Children of Heaven	Drama	7.8	900000	1999-01-22
Children of Men	Drama	7.4	69959751	2007-01-05
Chloe	Drama	5.9	8459458	2010-03-26
Chocolat	Drama	6.8	152500343	2001-01-19
Cinderella	Drama	6.7	543514353	2015-03-13
Closer	Drama	6.7	115505027	2004-12-03
Contact	Drama	7.2	171120329	1997-07-11
Contagion	Drama	6.2	137551594	2011-09-09
Country Strong	Drama	5.9	20529194	2011-01-07
Courageous	Drama	6.8	34522221	2011-09-30
Crazy Heart	Drama	6.8	39462438	2010-02-05
Crazy/Beautiful	Drama	6.6	16929123	2001-06-29
Creed	Drama	7.3	173567581	2015-11-25
Cruel Intentions	Drama	6.6	75902208	1999-03-05
Cry_Wolf	Drama	5.6	10047674	2005-09-16
Dangerous Liaisons	Drama	7	34670720	1989-02-24
Dark Water	Drama	5.3	25473093	2005-07-08
Dear John	Drama	6.6	114977104	2010-02-05
Disclosure	Drama	5.9	214015089	1994-12-09
Disturbia	Drama	6.6	117760134	2007-04-13
Django Unchained	Drama	7.8	425368238	2012-12-25
Dolphin Tale	Drama	6.7	95404397	2011-09-23
Don't Say a Word	Drama	6	100020092	2001-09-28
Donnie Darko	Drama	7.7	1270522	2001-10-26
Doubt	Drama	7	50907234	2008-12-25
Draft Day	Drama	6.5	28831145	2014-04-11
Dragonfly	Drama	6.1	52322400	2002-02-22
Dream House	Drama	5.8	38502340	2011-09-30
Dreamcatcher	Drama	5.3	75715436	2003-03-21
Dreamgirls	Drama	6.6	154937680	2006-12-25
Driving Miss Daisy	Drama	7	145793296	1990-01-26
Eat Pray Love	Drama	5.8	204594016	2010-08-13
Edward Scissorhands	Drama	7.5	53000000	1990-12-14
Endless Love	Drama	6.7	34077920	2014-02-14
Enemy at the Gates	Drama	7.2	96976270	2001-03-16
Eternal Sunshine of the Spotless Mind	Drama	7.9	72258126	2004-03-19
Ex Machina	Drama	7.6	36869414	2015-04-24
Eyes Wide Shut	Drama	7.1	162091208	1999-07-16
Facing the Giants	Drama	6.6	10178331	2006-09-29
Far from Heaven	Drama	6.9	29027914	2003-01-10
Fatal Attraction	Drama	6.6	320145693	1987-09-18
Fifty Shades of Grey	Drama	5.2	571006128	2015-02-13
Fight Club	Drama	8.3	100853753	1999-10-15
Finding Forrester	Drama	7	80049764	2001-01-12
Fireproof	Drama	7	33456317	2008-09-26
Flags of Our Fathers	Drama	6.7	65900249	2006-10-20
Flatliners	Drama	6.3	61489265	1990-08-10
Flight	Drama	6.5	161772375	2012-11-02
Flightplan	Drama	6.1	223387299	2005-09-23
Gattaca	Drama	7.5	12532777	1997-10-24
Ghost	Drama	6.9	505000000	1990-07-13
Glitter	Drama	3.4	5271666	2001-09-21
Godsend	Drama	4.7	30114487	2004-04-30
Good Will Hunting	Drama	7.9	225933435	1998-01-09
Gossip	Drama	5.5	5108820	2000-04-21
Gran Torino	Drama	7.8	269958228	2009-01-09
Gravity	Drama	7.3	716392705	2013-10-04
Half Nelson	Drama	6.5	4911725	2006-09-22
Hardball	Drama	6.3	40222729	2001-09-14
Hart's War	Drama	5.9	32287044	2002-02-15
He Got Game	Drama	6.7	21567853	1998-05-01
Hearts in Atlantis	Drama	6.4	24185781	2001-09-28
Her	Drama	7.9	47351251	2014-01-10
Hide and Seek	Drama	6.1	122644820	2005-01-28
Honey	Drama	6	62646763	2003-12-05
House at the End of the Street	Drama	5.6	44287131	2012-09-21
House of Sand and Fog	Drama	7	16942795	2004-01-09
I Am Legend	Drama	6.9	585349010	2007-12-14
I Am Sam	Drama	7.2	92542418	2002-01-25
If I Stay	Drama	7.3	78874843	2014-08-22
In the Land of Blood and Honey	Drama	5.8	303877	2012-02-16
Incendies	Drama	7.9	7103838	2011-07-29
Inside Llewyn Davis	Drama	7.2	32935319	2014-01-10
Insomnia	Drama	6.8	113714830	2002-05-24
JFK	Drama	7.5	205405498	1991-12-20
Joe	Drama	6.5	2365467	2014-04-11
K-19: The Widowmaker	Drama	6.1	35168966	2002-07-19
K-PAX	Drama	7.1	50315140	2001-10-26
Knowing	Drama	5.9	155446362	2009-03-20
Labor Day	Drama	6.7	20275812	2014-01-31
Lady in the Water	Drama	5.3	42285169	2006-07-21
Legends of the Fall	Drama	7.2	160638883	1995-01-13
Les Misérables	Drama	7.1	441809770	2012-12-25
Let Me In	Drama	6.7	24145613	2010-10-01
Letters from Iwo Jima	Drama	7.2	68673228	2007-02-02
Like Crazy	Drama	6.4	3542353	2012-01-27
Lions for Lambs	Drama	6	63215872	2007-11-09
Little Children	Drama	6.9	14821658	2007-02-09
Lolita	Drama	7.3	9250000	1998-09-25
Lone Star	Drama	6.9	13269963	1996-06-21
Lost in Translation	Drama	7.3	119723856	2003-10-03
Love & Basketball	Drama	7.4	27728118	2000-04-21
Love Happens	Drama	5.6	36133014	2009-09-18
Love in the Time of Cholera	Drama	6.4	4607608	2007-11-16
Maggie	Drama	5.2	187112	2015-05-08
Magnolia	Drama	7.5	48451803	2000-01-07
Margaret	Drama	6.1	46495	2012-06-01
Margin Call	Drama	6.7	19504039	2012-09-21
Mary Reilly	Drama	5.7	12379402	1996-02-23
Match Point	Drama	7.3	85306374	2006-01-20
Max	Drama	6.8	43967255	2003-06-20
May	Drama	6.3	150277	2003-04-11
Me and Orson Welles	Drama	6.6	2336172	2009-12-18
Me Before You	Drama	7.6	207945075	2016-06-03
Meet Joe Black	Drama	6.9	142940100	1998-11-13
Memoirs of a Geisha	Drama	7.3	162242962	2005-12-23
Message in a Bottle	Drama	5.8	118880016	1999-02-12
Midnight Special	Drama	6.2	6212282	2016-04-21
Million Dollar Baby	Drama	7.7	216763646	2005-01-28
Mo' Better Blues	Drama	6.3	16153593	1990-08-03
Monster's Ball	Drama	6.5	44909486	2002-03-01
Moon	Drama	7.6	9760104	2009-07-10
Mud	Drama	7	21587700	2013-05-10
Mulholland Drive	Drama	7.6	20117339	2001-10-19
My Sister's Keeper	Drama	7.1	95714875	2009-06-26
Never Let Me Go	Drama	6.8	9455232	2010-10-15
Nine	Drama	5.1	53825515	2009-12-25
North Country	Drama	6.8	25224242	2005-10-21
Ondine	Drama	6.5	1644755	2011-04-06
One Day	Drama	7	59389433	2011-08-19
One Hour Photo	Drama	6.6	52223306	2002-09-13
Open Range	Drama	7	68296293	2003-08-15
Original Sin	Drama	5.8	35402320	2001-08-03
P.S. I Love You	Drama	6.9	156835339	2007-12-21
Paper Towns	Drama	6.1	85512300	2015-07-24
Pay It Forward	Drama	7	55707411	2000-10-20
Phenomenon	Drama	6.2	152036382	1996-07-03
Philadelphia	Drama	7.6	206678440	1994-01-14
Pi	Drama	7.1	3221152	1998-07-10
Platoon	Drama	7.5	138530565	1987-02-06
Poetic Justice	Drama	6.9	27515786	1993-07-23
Precious	Drama	6.9	47536959	2009-11-20
Premonition	Drama	5.8	84146832	2007-03-16
Pride & Prejudice	Drama	7.7	121147947	2005-11-23
Primer	Drama	6.9	424760	2005-05-27
Promised Land	Drama	6	8138788	2013-01-04
Queen of the Damned	Drama	5.4	45479110	2002-02-22
